RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,WORKDAY_DAY_AVRG_LSR_TIME_VALUE,WKEND_DAY_AVRG_LSR_TIME_VALUE,ONE_WEEK_TOT_LSR_TIME_VALUE,LSR_TIME_REST_RCRT_USE_RATE,LSR_TIME_HOBBY_USE_RATE,LSR_TIME_SELF_IMPT_USE_RATE,LSR_TIME_TWDPSN_RLTN_FLWSP_USE_RATE,LSR_TIME_ETC_USE_RATE
53322316,20221019,M,20대,울산광역시,300이상500만원 미만,4,6,32,70,0,30,0,0
53322317,20221019,F,50대,서울특별시,300만원 미만,5,10,45,80,0,1,0,19
53322407,20221019,F,40대,서울특별시,300이상500만원 미만,1,3,11,30,0,30,40,0
53322450,20221019,M,60대,서울특별시,700만원 이상,4,6,32,40,30,20,10,0
53322756,20221019,M,20대,서울특별시,무응답,5,7,39,60,10,10,20,0
53322758,20221019,M,40대,서울특별시,300만원 미만,6,4,38,40,20,20,20,0
53322908,20221019,F,60대,서울특별시,700만원 이상,1,10,25,30,20,20,30,0
53322964,20221019,F,50대,서울특별시,700만원 이상,1,6,17,0,50,30,20,0
53323102,20221019,M,60대,서울특별시,300만원 미만,4,12,44,0,80,0,20,0
53323245,20221019,F,60대,서울특별시,300이상500만원 미만,3,5,25,50,10,10,30,0
53323348,20221019,F,60대,서울특별시,300만원 미만,8,12,64,80,0,0,20,0
53323353,20221019,F,60대,서울특별시,300만원 미만,2,2,14,10,60,20,10,0
53323554,20221019,F,40대,서울특별시,300이상500만원 미만,4,15,50,40,30,20,10,0
53323575,20221019,M,40대,서울특별시,500이상700만원 미만,2,5,20,50,0,0,50,0
53323640,20221019,F,20대,서울특별시,무응답,3,3,21,70,10,10,10,0
53323674,20221019,M,30대,서울특별시,300이상500만원 미만,1,3,11,20,40,10,30,0
53324067,20221019,M,60대,서울특별시,700만원 이상,1,4,13,40,30,10,20,0
53324346,20221019,M,20대,서울특별시,700만원 이상,3,5,25,20,40,0,40,0
53324440,20221019,F,20대,서울특별시,무응답,8,8,56,70,10,10,10,0
53324446,20221019,M,20대,서울특별시,300만원 미만,2,9,28,60,20,0,20,0
53324490,20221019,F,30대,서울특별시,무응답,2,1,12,60,40,0,0,0
53324674,20221019,M,40대,서울특별시,무응답,1,12,29,30,5,5,60,0
53324837,20221019,F,20대,서울특별시,700만원 이상,5,10,45,70,10,10,10,0
53324902,20221019,F,60대,서울특별시,700만원 이상,2,5,20,20,10,40,30,0
53325022,20221019,M,40대,서울특별시,700만원 이상,2,8,26,25,25,25,25,0
53325068,20221019,M,20대,서울특별시,300이상500만원 미만,2,3,16,30,30,30,10,0
53325165,20221019,M,60대,서울특별시,300만원 미만,2,4,18,30,20,20,30,0
