RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,WORKDAY_DAY_AVRG_LSR_TIME_VALUE,WKEND_DAY_AVRG_LSR_TIME_VALUE,ONE_WEEK_TOT_LSR_TIME_VALUE,LSR_TIME_REST_RCRT_USE_RATE,LSR_TIME_HOBBY_USE_RATE,LSR_TIME_SELF_IMPT_USE_RATE,LSR_TIME_TWDPSN_RLTN_FLWSP_USE_RATE,LSR_TIME_ETC_USE_RATE
53322367,20220525,M,60대,서울특별시,300이상500만원 미만,8,12,64,50,30,0,20,0
53322506,20220525,M,20대,서울특별시,300만원 미만,2,4,18,50,10,10,30,0
53322541,20220525,F,60대,서울특별시,700만원 이상,8,6,52,30,20,40,10,0
53322648,20220525,F,50대,서울특별시,500이상700만원 미만,4,6,32,15,15,20,50,0
53322965,20220525,F,50대,서울특별시,300만원 미만,5,5,35,20,20,20,20,20
53323066,20220525,M,30대,서울특별시,700만원 이상,3,10,35,20,20,20,40,0
53323086,20220525,F,60대,서울특별시,500이상700만원 미만,3,5,25,10,60,20,10,0
53323200,20220525,F,50대,서울특별시,300이상500만원 미만,7,3,41,30,20,20,30,0
53323206,20220525,F,30대,충청남도,300만원 미만,2,4,18,50,5,0,45,0
53323229,20220525,M,40대,서울특별시,700만원 이상,2,5,20,10,10,50,30,0
53323396,20220525,M,60대,서울특별시,500이상700만원 미만,4,8,36,30,50,10,10,0
53323513,20220525,M,40대,서울특별시,500이상700만원 미만,2,6,22,40,10,20,30,0
53323724,20220525,F,40대,서울특별시,300만원 미만,2,3,16,40,0,30,30,0
53323777,20220525,F,50대,서울특별시,300이상500만원 미만,3,1,17,20,50,20,10,0
53323867,20220525,M,50대,서울특별시,300이상500만원 미만,2,5,20,20,40,10,30,0
53324089,20220525,F,50대,서울특별시,700만원 이상,4,6,32,100,0,0,0,0
53324617,20220525,M,30대,서울특별시,500이상700만원 미만,2,8,26,60,10,0,30,0
53324645,20220525,M,40대,서울특별시,500이상700만원 미만,2,6,22,20,0,20,60,0
53324671,20220525,M,60대,서울특별시,500이상700만원 미만,2,6,22,30,30,0,40,0
53324965,20220525,F,60대,서울특별시,300이상500만원 미만,6,2,34,20,35,15,30,0
53325280,20220525,M,60대,서울특별시,300이상500만원 미만,2,8,26,0,100,0,0,0
53325391,20220525,M,30대,서울특별시,700만원 이상,6,14,58,50,30,0,20,0
53325458,20220525,M,60대,경상북도,500이상700만원 미만,1,2,9,30,15,15,30,10
53325466,20220525,F,50대,충청북도,500이상700만원 미만,3,8,31,10,70,0,20,0
53325524,20220525,M,60대,충청북도,300이상500만원 미만,5,7,39,20,40,20,20,0
53325875,20220525,M,20대,경기도,500이상700만원 미만,2,5,20,50,0,0,50,0
53325913,20220525,F,30대,경기도,300만원 미만,1,1,7,40,20,10,30,0
53325978,20220525,F,40대,울산광역시,700만원 이상,2,6,22,10,40,10,40,0
53326576,20220525,F,50대,경기도,700만원 이상,4,6,32,10,20,30,40,0
53326649,20220525,F,50대,경기도,500이상700만원 미만,4,3,26,50,30,0,20,0
53326684,20220525,M,50대,대전광역시,300이상500만원 미만,10,10,70,10,40,40,10,0
53326696,20220525,M,30대,경기도,700만원 이상,1,1,7,0,30,50,20,0
53326811,20220525,M,50대,서울특별시,700만원 이상,1,2,9,50,20,0,30,0
53326884,20220525,M,20대,제주특별자치도,300만원 미만,3,12,39,50,30,20,0,0
53326889,20220525,M,60대,대전광역시,300이상500만원 미만,4,12,44,30,50,20,0,0
53327085,20220525,F,50대,대전광역시,500이상700만원 미만,3,5,25,30,50,0,20,0
53327103,20220525,M,30대,경기도,300만원 미만,2,14,38,15,50,5,30,0
53327363,20220525,F,20대,대전광역시,300만원 미만,4,4,28,60,0,0,40,0
53327401,20220525,M,50대,부산광역시,300만원 미만,2,6,22,10,20,40,30,0
53327421,20220525,M,20대,대전광역시,300이상500만원 미만,2,8,26,70,10,0,20,0
53327446,20220525,M,30대,대구광역시,300만원 미만,3,8,31,20,30,0,50,0
53327489,20220525,F,30대,서울특별시,500이상700만원 미만,2,5,20,50,10,0,40,0
53327514,20220525,F,60대,서울특별시,300만원 미만,2,5,20,0,50,0,0,50
53327780,20220525,F,50대,부산광역시,500이상700만원 미만,3,6,27,30,10,30,20,10
53327795,20220525,F,30대,인천광역시,무응답,3,8,31,10,10,50,30,0
53328306,20220525,F,50대,서울특별시,300이상500만원 미만,5,7,39,90,0,0,10,0
53328370,20220525,F,30대,인천광역시,300이상500만원 미만,2,6,22,50,10,10,30,0
53328380,20220525,F,50대,대구광역시,300만원 미만,4,4,28,10,40,10,40,0
53328651,20220525,F,30대,경상북도,300이상500만원 미만,5,10,45,20,0,0,80,0
53328652,20220525,F,20대,부산광역시,300만원 미만,5,5,35,80,0,0,20,0
53328732,20220525,M,50대,경기도,700만원 이상,2,5,20,40,10,20,30,0
53328752,20220525,F,30대,충청북도,500이상700만원 미만,1,2,9,70,0,10,20,0
53328842,20220525,F,30대,대전광역시,300만원 미만,2,8,26,40,20,10,30,0
53328866,20220525,M,30대,부산광역시,300이상500만원 미만,2,5,20,10,30,0,60,0
53328942,20220525,F,20대,대전광역시,무응답,3,3,21,10,70,10,10,0
53329077,20220525,F,50대,제주특별자치도,500이상700만원 미만,2,4,18,20,30,0,50,0
53329180,20220525,F,30대,충청남도,300이상500만원 미만,1,5,15,0,10,40,50,0
53329283,20220525,F,20대,서울특별시,무응답,1,4,13,5,40,5,50,0
53329299,20220525,F,40대,울산광역시,무응답,2,5,20,50,20,5,25,0
53329403,20220525,F,60대,부산광역시,300이상500만원 미만,4,6,32,30,10,40,20,0
53329775,20220525,F,30대,부산광역시,300이상500만원 미만,2,5,20,100,0,0,0,0
53329879,20220525,M,40대,경기도,500이상700만원 미만,10,18,86,50,10,0,40,0
53330117,20220525,M,40대,대구광역시,300만원 미만,3,6,27,20,20,30,30,0
53330199,20220525,F,30대,경기도,300이상500만원 미만,2,2,14,40,0,30,30,0
53330406,20220525,M,20대,전라북도,무응답,10,10,70,31,19,13,13,24
53330420,20220525,M,30대,충청북도,300이상500만원 미만,3,5,25,50,50,0,0,0
53330425,20220525,M,40대,제주특별자치도,700만원 이상,4,8,36,50,30,0,20,0
53330440,20220525,F,60대,강원도,300만원 미만,3,3,21,20,10,50,20,0
53330444,20220525,F,50대,인천광역시,500이상700만원 미만,1,5,15,50,0,0,50,0
53330459,20220525,M,40대,경기도,700만원 이상,3,6,27,20,20,40,20,0
53330460,20220525,F,40대,경기도,500이상700만원 미만,2,8,26,95,0,0,5,0
53330576,20220525,M,50대,경기도,500이상700만원 미만,1,5,15,30,15,15,40,0
53330987,20220525,F,20대,경기도,300이상500만원 미만,6,9,48,20,50,10,20,0
53330996,20220525,M,50대,경기도,500이상700만원 미만,1,1,7,20,80,0,0,0
53331008,20220525,F,50대,부산광역시,300이상500만원 미만,3,6,27,20,15,60,5,0
53331071,20220525,M,50대,서울특별시,700만원 이상,2,8,26,10,20,0,10,60
53331123,20220525,M,20대,경상북도,300이상500만원 미만,2,10,30,50,20,10,20,0
53331402,20220525,M,20대,경기도,300만원 미만,2,4,18,50,50,0,0,0
53331500,20220525,M,40대,부산광역시,300이상500만원 미만,2,2,14,50,20,10,20,0
53331550,20220525,M,30대,충청남도,500이상700만원 미만,3,3,21,50,50,0,0,0
53331649,20220525,F,40대,경기도,500이상700만원 미만,3,8,31,50,20,10,20,0
53331756,20220525,M,20대,경기도,300만원 미만,5,2,29,30,20,20,30,0
53331786,20220525,F,30대,경기도,300이상500만원 미만,3,3,21,50,25,25,0,0
53331859,20220525,M,30대,경기도,300이상500만원 미만,2,3,16,80,10,0,10,0
53332077,20220525,F,50대,경기도,300이상500만원 미만,6,5,40,30,20,10,30,10
53332106,20220525,F,40대,경기도,300만원 미만,2,3,16,20,0,0,80,0
53332193,20220525,M,50대,충청남도,500이상700만원 미만,1,4,13,30,50,10,10,0
53332218,20220525,F,20대,경기도,300만원 미만,4,10,40,50,0,0,50,0
53332282,20220525,F,40대,경상남도,700만원 이상,2,3,16,80,0,0,20,0
53332363,20220525,M,60대,경기도,300이상500만원 미만,3,6,27,50,15,5,30,0
53332462,20220525,F,50대,충청남도,500이상700만원 미만,13,0,65,20,0,20,30,30
53332592,20220525,F,40대,경기도,500이상700만원 미만,0,1,2,90,0,0,10,0
53332778,20220525,M,60대,경상북도,300이상500만원 미만,3,1,17,30,30,10,30,0
53332970,20220525,M,30대,부산광역시,300만원 미만,2,6,22,80,10,0,10,0
53333009,20220525,F,40대,경기도,300이상500만원 미만,2,6,22,0,50,0,50,0
53333161,20220525,F,30대,경상남도,500이상700만원 미만,1,5,15,95,5,0,0,0
53333389,20220525,F,60대,전라북도,300만원 미만,3,3,21,70,0,30,0,0
53333460,20220525,M,30대,경기도,500이상700만원 미만,5,5,35,50,0,10,40,0
53333464,20220525,M,60대,인천광역시,300이상500만원 미만,2,5,20,10,40,30,20,0
53333799,20220525,M,60대,전라북도,300만원 미만,3,3,21,30,20,30,10,10
53333813,20220525,M,50대,경기도,500이상700만원 미만,0,1,2,100,0,0,0,0
53333869,20220525,F,20대,전라남도,300이상500만원 미만,2,8,26,95,0,5,0,0
53333976,20220525,M,20대,경기도,500이상700만원 미만,4,10,40,30,0,10,60,0
53333990,20220525,M,60대,대구광역시,300만원 미만,2,2,14,40,30,10,5,15
53334172,20220525,F,30대,충청북도,500이상700만원 미만,3,4,23,40,20,10,30,0
53334192,20220525,F,50대,부산광역시,300만원 미만,1,2,9,80,0,20,0,0
53334314,20220525,F,50대,대구광역시,500이상700만원 미만,4,10,40,30,20,0,50,0
53334338,20220525,F,20대,전라북도,300만원 미만,6,6,42,30,30,10,30,0
53334582,20220525,M,30대,강원도,300만원 미만,5,12,49,60,0,0,40,0
53334655,20220525,M,40대,경기도,300만원 미만,4,4,28,50,30,0,20,0
53334803,20220525,F,50대,서울특별시,700만원 이상,3,3,21,10,40,20,10,20
53335098,20220525,M,60대,서울특별시,300만원 미만,2,7,24,20,50,0,30,0
53335147,20220525,F,30대,경기도,300이상500만원 미만,2,2,14,60,20,0,20,0
53335153,20220525,F,60대,서울특별시,700만원 이상,6,8,46,50,30,10,8,2
53335163,20220525,M,50대,강원도,500이상700만원 미만,2,3,16,30,40,10,20,0
53335315,20220525,F,40대,세종특별자치시,300이상500만원 미만,2,10,30,20,0,30,50,0
53335378,20220525,F,50대,전라북도,300이상500만원 미만,1,1,7,70,20,10,0,0
53335393,20220525,M,20대,대구광역시,700만원 이상,3,10,35,20,20,20,40,0
53335464,20220525,F,50대,경상남도,300이상500만원 미만,1,3,11,50,30,0,20,0
53335545,20220525,F,30대,강원도,무응답,2,0,10,5,95,0,0,0
53335891,20220525,M,60대,강원도,500이상700만원 미만,4,4,28,0,80,0,20,0
53335919,20220525,M,60대,경기도,500이상700만원 미만,4,6,32,50,0,0,10,40
53336045,20220525,M,40대,세종특별자치시,500이상700만원 미만,1,1,7,30,20,10,10,30
53336065,20220525,F,50대,서울특별시,300만원 미만,1,7,19,100,0,0,0,0
53336221,20220525,M,60대,전라남도,300이상500만원 미만,4,4,28,30,20,20,30,0
53336263,20220525,M,20대,서울특별시,300이상500만원 미만,4,12,44,50,20,0,30,0
53336288,20220525,M,50대,경상남도,300이상500만원 미만,2,6,22,70,10,0,0,20
53336328,20220525,F,60대,경기도,700만원 이상,2,10,30,20,50,10,20,0
53336528,20220525,F,60대,부산광역시,300이상500만원 미만,4,6,32,20,30,20,30,0
53336834,20220525,M,60대,대전광역시,500이상700만원 미만,5,10,45,30,40,10,20,0
53336905,20220525,M,40대,대구광역시,300만원 미만,2,10,30,30,70,0,0,0
53336925,20220525,F,60대,세종특별자치시,300이상500만원 미만,7,10,55,50,20,10,20,0
53337060,20220525,F,50대,경상북도,300이상500만원 미만,3,5,25,80,0,0,20,0
53337095,20220525,F,50대,광주광역시,500이상700만원 미만,2,2,14,10,40,30,20,0
53337171,20220525,M,60대,경기도,300만원 미만,1,1,7,80,0,0,20,0
53337227,20220525,F,60대,부산광역시,300만원 미만,6,4,38,80,0,10,10,0
53337324,20220525,M,20대,충청북도,300만원 미만,2,5,20,90,0,0,10,0
53337489,20220525,M,60대,인천광역시,500이상700만원 미만,4,10,40,50,10,20,20,0
53337744,20220525,M,50대,경기도,700만원 이상,2,2,14,10,50,10,30,0
53337943,20220525,F,50대,서울특별시,300만원 미만,5,8,41,5,2,5,88,0
53338057,20220525,F,20대,제주특별자치도,500이상700만원 미만,3,5,25,20,0,20,60,0
53338063,20220525,F,60대,경기도,700만원 이상,3,2,19,20,30,0,50,0
53338184,20220525,M,60대,경상남도,300만원 미만,2,2,14,40,40,20,0,0
53338306,20220525,F,50대,경기도,300이상500만원 미만,5,2,29,10,40,50,0,0
53338338,20220525,F,40대,경상북도,500이상700만원 미만,2,8,26,60,20,0,20,0
53338550,20220525,F,30대,충청북도,300이상500만원 미만,2,4,18,60,0,10,30,0
53338585,20220525,F,40대,경기도,500이상700만원 미만,1,3,11,50,20,10,20,0
53338641,20220525,M,60대,서울특별시,500이상700만원 미만,6,10,50,50,20,5,25,0
53338735,20220525,M,40대,서울특별시,700만원 이상,2,5,20,50,10,5,35,0
53338867,20220525,F,40대,울산광역시,700만원 이상,4,4,28,60,0,0,10,30
53338961,20220525,F,60대,인천광역시,500이상700만원 미만,1,2,9,20,0,20,0,60
53339006,20220525,F,40대,경기도,700만원 이상,2,5,20,50,10,20,20,0
53339261,20220525,F,40대,서울특별시,500이상700만원 미만,2,4,18,30,30,0,40,0
53339411,20220525,M,60대,서울특별시,300이상500만원 미만,1,2,9,20,30,20,30,0
53339413,20220525,F,40대,경상북도,300만원 미만,4,6,32,30,10,10,50,0
53339538,20220525,F,50대,울산광역시,700만원 이상,1,2,9,10,60,30,0,0
53339662,20220525,F,60대,경상남도,300이상500만원 미만,1,0,5,20,10,50,20,0
53339763,20220525,M,50대,대전광역시,700만원 이상,2,4,18,0,20,50,30,0
53339812,20220525,F,30대,부산광역시,300이상500만원 미만,3,9,33,80,0,0,20,0
53339857,20220525,F,20대,충청남도,300이상500만원 미만,12,13,86,25,10,5,10,50
53339870,20220525,M,30대,인천광역시,300이상500만원 미만,2,6,22,70,10,5,15,0
53339949,20220525,M,60대,경기도,700만원 이상,10,10,70,40,0,0,30,30
53340053,20220525,M,50대,부산광역시,300이상500만원 미만,2,8,26,20,0,0,30,50
53340146,20220525,F,40대,울산광역시,300이상500만원 미만,2,8,26,0,40,10,0,50
53340202,20220525,M,20대,충청북도,300만원 미만,3,8,31,80,10,5,5,0
53340204,20220525,M,30대,경기도,700만원 이상,5,17,59,25,40,20,15,0
53340347,20220525,F,50대,대전광역시,300만원 미만,3,6,27,30,20,0,50,0
53340573,20220525,F,20대,경상남도,300만원 미만,3,12,39,10,20,0,70,0
53340788,20220525,F,60대,경기도,500이상700만원 미만,2,6,22,100,0,0,0,0
53340807,20220525,M,50대,서울특별시,700만원 이상,4,10,40,10,40,40,10,0
53340853,20220525,F,50대,서울특별시,700만원 이상,3,10,35,90,0,0,10,0
53341072,20220525,M,20대,경상남도,무응답,6,10,50,50,0,0,50,0
53341125,20220525,F,30대,울산광역시,500이상700만원 미만,2,2,14,10,10,10,70,0
53341228,20220525,M,20대,인천광역시,300만원 미만,7,7,49,75,20,0,5,0
53341474,20220525,M,40대,부산광역시,300만원 미만,1,5,15,40,20,30,10,0
53341544,20220525,F,40대,충청남도,700만원 이상,2,10,30,10,80,0,10,0
53341587,20220525,M,30대,광주광역시,300만원 미만,1,1,7,30,30,20,20,0
53341694,20220525,M,50대,서울특별시,700만원 이상,2,3,16,50,30,10,10,0
53341792,20220525,M,30대,경기도,300만원 미만,4,12,44,100,0,0,0,0
53341865,20220525,M,20대,경상북도,300만원 미만,3,8,31,80,10,10,0,0
53342309,20220525,F,20대,경상북도,300만원 미만,1,2,9,50,0,10,40,0
53342332,20220525,M,30대,대전광역시,500이상700만원 미만,2,5,20,50,10,10,30,0
53342410,20220525,M,50대,충청남도,700만원 이상,2,14,38,0,50,0,50,0
