RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,WORKDAY_DAY_AVRG_LSR_TIME_VALUE,WKEND_DAY_AVRG_LSR_TIME_VALUE,ONE_WEEK_TOT_LSR_TIME_VALUE,LSR_TIME_REST_RCRT_USE_RATE,LSR_TIME_HOBBY_USE_RATE,LSR_TIME_SELF_IMPT_USE_RATE,LSR_TIME_TWDPSN_RLTN_FLWSP_USE_RATE,LSR_TIME_ETC_USE_RATE
53322260,20220831,M,50대,서울특별시,300이상500만원 미만,3,14,43,70,0,15,15,0
53322399,20220831,M,20대,서울특별시,700만원 이상,2,1,12,50,0,0,50,0
53322401,20220831,M,60대,서울특별시,700만원 이상,7,6,47,10,50,20,20,0
53322489,20220831,M,50대,서울특별시,500이상700만원 미만,2,4,18,50,20,0,30,0
53322638,20220831,M,40대,경기도,무응답,1,3,11,10,0,10,10,70
53322756,20220831,M,20대,서울특별시,무응답,5,6,37,55,10,5,30,0
53322770,20220831,F,30대,서울특별시,300이상500만원 미만,1,1,7,80,0,0,0,20
53322775,20220831,M,30대,서울특별시,500이상700만원 미만,4,10,40,40,20,0,40,0
53323001,20220831,F,60대,서울특별시,300만원 미만,6,9,48,50,30,20,0,0
53323106,20220831,F,60대,서울특별시,300이상500만원 미만,6,4,38,0,50,40,10,0
53323151,20220831,F,60대,서울특별시,700만원 이상,6,6,42,0,20,0,0,80
53323322,20220831,M,50대,서울특별시,700만원 이상,1,3,11,100,0,0,0,0
53323433,20220831,F,50대,서울특별시,700만원 이상,2,3,16,30,10,20,20,20
53323454,20220831,M,20대,서울특별시,무응답,5,10,45,30,20,20,30,0
53323466,20220831,M,20대,서울특별시,700만원 이상,4,5,30,0,50,0,50,0
53323682,20220831,M,60대,서울특별시,300이상500만원 미만,5,5,35,30,0,30,30,10
53323693,20220831,F,30대,서울특별시,300만원 미만,1,3,11,50,0,20,30,0
53323765,20220831,F,60대,서울특별시,300이상500만원 미만,3,3,21,50,0,50,0,0
53323840,20220831,F,30대,서울특별시,300만원 미만,2,6,22,40,15,5,40,0
53324238,20220831,M,60대,서울특별시,300이상500만원 미만,3,5,25,10,30,10,50,0
53324244,20220831,F,50대,서울특별시,500이상700만원 미만,2,4,18,20,5,5,70,0
53324248,20220831,M,40대,경기도,500이상700만원 미만,6,5,40,60,20,10,10,0
53324296,20220831,M,40대,서울특별시,300이상500만원 미만,8,4,48,80,0,0,20,0
53324765,20220831,M,60대,서울특별시,700만원 이상,2,4,18,30,30,20,20,0
53324978,20220831,F,60대,서울특별시,300이상500만원 미만,1,3,11,80,10,5,5,0
53325064,20220831,F,20대,서울특별시,300이상500만원 미만,2,5,20,50,15,30,5,0
53325444,20220831,F,60대,전라북도,700만원 이상,3,4,23,20,0,30,50,0
53325659,20220831,M,40대,서울특별시,300이상500만원 미만,2,5,20,10,0,0,10,80
53325780,20220831,F,40대,경상남도,무응답,10,10,70,5,10,85,0,0
53325803,20220831,F,40대,경기도,700만원 이상,5,10,45,10,20,20,50,0
53326113,20220831,F,50대,제주특별자치도,700만원 이상,3,3,21,70,0,0,30,0
53326362,20220831,M,30대,부산광역시,300만원 미만,2,8,26,90,0,0,10,0
53326477,20220831,M,40대,경기도,500이상700만원 미만,1,2,9,90,10,0,0,0
53326482,20220831,M,40대,경기도,500이상700만원 미만,1,5,15,30,70,0,0,0
53326506,20220831,M,50대,충청북도,700만원 이상,1,3,11,10,50,20,20,0
53326509,20220831,F,50대,경기도,300이상500만원 미만,1,3,11,0,0,0,100,0
53326560,20220831,F,50대,대구광역시,300만원 미만,3,8,31,30,0,10,40,20
53326737,20220831,F,30대,전라북도,300이상500만원 미만,4,0,20,0,0,80,20,0
53326842,20220831,M,40대,경기도,300이상500만원 미만,2,8,26,10,20,50,20,0
53326861,20220831,F,20대,대전광역시,300이상500만원 미만,3,8,31,20,30,0,50,0
53327091,20220831,M,30대,인천광역시,300이상500만원 미만,3,8,31,25,25,25,25,0
53327428,20220831,M,40대,경기도,500이상700만원 미만,1,4,13,20,40,20,20,0
53327547,20220831,F,40대,인천광역시,300이상500만원 미만,2,2,14,90,0,0,10,0
53327554,20220831,F,50대,울산광역시,700만원 이상,3,6,27,10,30,10,50,0
53327824,20220831,M,60대,부산광역시,300만원 미만,1,2,9,30,30,0,40,0
53327965,20220831,F,30대,충청북도,300이상500만원 미만,2,10,30,70,30,0,0,0
53327990,20220831,F,60대,충청남도,700만원 이상,2,5,20,0,70,20,10,0
53328045,20220831,F,40대,인천광역시,300만원 미만,5,15,55,50,30,0,20,0
53328168,20220831,M,50대,제주특별자치도,300만원 미만,3,4,23,10,40,40,10,0
53328209,20220831,M,20대,서울특별시,300이상500만원 미만,2,8,26,20,20,10,50,0
53328413,20220831,M,40대,경기도,700만원 이상,2,8,26,20,60,0,20,0
53328875,20220831,F,20대,서울특별시,700만원 이상,2,4,18,50,0,0,50,0
53329220,20220831,M,50대,부산광역시,700만원 이상,2,4,18,70,0,0,30,0
53329311,20220831,F,40대,울산광역시,300이상500만원 미만,3,2,19,50,0,50,0,0
53329372,20220831,M,60대,인천광역시,300이상500만원 미만,6,8,46,40,40,0,20,0
53329431,20220831,M,40대,대구광역시,300이상500만원 미만,1,1,7,50,10,10,30,0
53329475,20220831,M,30대,인천광역시,300이상500만원 미만,2,6,22,40,5,5,50,0
