RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,WORKDAY_DAY_AVRG_LSR_TIME_VALUE,WKEND_DAY_AVRG_LSR_TIME_VALUE,ONE_WEEK_TOT_LSR_TIME_VALUE,LSR_TIME_REST_RCRT_USE_RATE,LSR_TIME_HOBBY_USE_RATE,LSR_TIME_SELF_IMPT_USE_RATE,LSR_TIME_TWDPSN_RLTN_FLWSP_USE_RATE,LSR_TIME_ETC_USE_RATE
53322245,20220413,F,50대,서울특별시,300이상500만원 미만,2,3,16,20,0,80,0,0
53322295,20220413,M,40대,서울특별시,500이상700만원 미만,2,2,14,60,0,30,10,0
53322561,20220413,M,50대,서울특별시,500이상700만원 미만,1,4,13,1,3,3,3,90
53322710,20220413,F,30대,서울특별시,700만원 이상,3,10,35,92,0,3,5,0
53322728,20220413,M,30대,서울특별시,700만원 이상,3,8,31,10,50,10,30,0
53322790,20220413,M,30대,서울특별시,700만원 이상,2,10,30,50,30,10,10,0
53322870,20220413,M,20대,서울특별시,무응답,4,6,32,20,30,30,20,0
53322908,20220413,F,60대,서울특별시,500이상700만원 미만,10,10,70,30,10,10,50,0
53322938,20220413,F,30대,서울특별시,300이상500만원 미만,4,8,36,40,30,20,10,0
53323069,20220413,M,50대,서울특별시,무응답,2,10,30,50,50,0,0,0
53323106,20220413,F,60대,서울특별시,500이상700만원 미만,5,4,33,20,30,30,20,0
53323137,20220413,F,40대,서울특별시,700만원 이상,4,10,40,70,0,20,10,0
53323335,20220413,F,50대,서울특별시,700만원 이상,3,12,39,50,20,25,5,0
53323387,20220413,M,50대,서울특별시,500이상700만원 미만,1,5,15,10,50,10,30,0
53323432,20220413,M,40대,서울특별시,700만원 이상,1,5,15,0,0,50,50,0
53323522,20220413,M,20대,서울특별시,300이상500만원 미만,3,6,27,20,40,30,10,0
53323604,20220413,M,30대,서울특별시,500이상700만원 미만,2,8,26,60,20,10,10,0
53323836,20220413,F,50대,서울특별시,500이상700만원 미만,3,8,31,40,20,20,20,0
53323955,20220413,F,50대,서울특별시,300만원 미만,1,2,9,0,0,0,100,0
53323969,20220413,F,20대,서울특별시,700만원 이상,2,3,16,50,10,20,20,0
53323976,20220413,M,50대,서울특별시,500이상700만원 미만,5,8,41,30,0,0,50,20
53324075,20220413,M,20대,서울특별시,500이상700만원 미만,6,12,54,30,30,10,30,0
53324139,20220413,F,50대,서울특별시,300만원 미만,3,5,25,30,20,10,40,0
53324223,20220413,M,60대,서울특별시,300이상500만원 미만,2,4,18,30,30,20,20,0
53324805,20220413,M,60대,서울특별시,300만원 미만,5,7,39,30,30,10,30,0
53325266,20220413,M,50대,서울특별시,700만원 이상,2,6,22,70,0,30,0,0
53325651,20220413,M,40대,광주광역시,300이상500만원 미만,1,2,9,30,30,10,0,30
53325906,20220413,M,50대,전라남도,300이상500만원 미만,3,3,21,50,0,10,40,0
53325912,20220413,F,40대,경상북도,300만원 미만,1,3,11,30,30,10,30,0
53326182,20220413,F,30대,전라북도,300이상500만원 미만,1,2,9,85,5,0,10,0
53326275,20220413,F,50대,서울특별시,300만원 미만,3,2,19,70,10,10,10,0
53326313,20220413,M,30대,서울특별시,무응답,2,2,14,90,10,0,0,0
53326317,20220413,M,30대,서울특별시,500이상700만원 미만,3,5,25,20,30,20,30,0
53326336,20220413,F,40대,충청남도,300이상500만원 미만,3,10,35,40,30,10,20,0
53326368,20220413,F,40대,경기도,300이상500만원 미만,3,0,15,5,5,5,5,80
53326386,20220413,M,60대,경상남도,300만원 미만,5,5,35,20,10,0,70,0
53326456,20220413,F,30대,인천광역시,500이상700만원 미만,1,2,9,70,30,0,0,0
53326552,20220413,F,40대,충청남도,700만원 이상,4,8,36,65,10,20,5,0
53326560,20220413,F,50대,대구광역시,700만원 이상,3,7,29,20,20,20,40,0
53326570,20220413,M,60대,광주광역시,300만원 미만,5,5,35,40,40,10,10,0
53326625,20220413,F,40대,경기도,500이상700만원 미만,2,3,16,40,30,30,0,0
53326668,20220413,M,50대,부산광역시,300만원 미만,4,5,30,30,20,20,30,0
53326747,20220413,M,60대,충청남도,300이상500만원 미만,1,4,13,20,40,40,0,0
53326857,20220413,M,30대,경기도,300만원 미만,6,6,42,50,0,0,50,0
53326871,20220413,M,50대,대구광역시,300이상500만원 미만,1,5,15,30,50,0,20,0
53326939,20220413,M,40대,광주광역시,300만원 미만,4,10,40,40,30,5,25,0
53327305,20220413,F,40대,경기도,500이상700만원 미만,7,5,45,50,0,50,0,0
53327456,20220413,M,50대,경기도,300이상500만원 미만,2,4,18,40,20,20,20,0
53327948,20220413,M,50대,전라남도,500이상700만원 미만,1,3,11,10,70,10,10,0
53327991,20220413,F,20대,경기도,무응답,5,10,45,20,5,5,70,0
53328146,20220413,M,30대,경기도,700만원 이상,2,5,20,80,0,0,20,0
53328558,20220413,M,60대,서울특별시,700만원 이상,1,3,11,50,20,10,20,0
53328671,20220413,M,60대,대구광역시,300만원 미만,3,5,25,75,10,5,10,0
53328731,20220413,M,30대,경기도,700만원 이상,5,10,45,90,0,0,10,0
53328754,20220413,F,20대,경기도,300만원 미만,8,8,56,20,5,65,10,0
53328867,20220413,F,30대,경상남도,300만원 미만,2,2,14,50,0,0,50,0
53328897,20220413,F,40대,충청남도,700만원 이상,1,2,9,70,0,0,30,0
53328925,20220413,M,60대,대전광역시,300만원 미만,3,5,25,10,10,10,70,0
53328963,20220413,F,30대,광주광역시,300이상500만원 미만,2,5,20,50,10,20,20,0
53328997,20220413,F,50대,경기도,700만원 이상,2,4,18,50,0,0,0,50
53329031,20220413,M,30대,서울특별시,300만원 미만,5,10,45,20,30,10,40,0
53329185,20220413,M,50대,경기도,300이상500만원 미만,2,4,18,15,25,40,10,10
53329277,20220413,F,40대,서울특별시,700만원 이상,4,6,32,30,30,30,10,0
53329387,20220413,M,50대,부산광역시,700만원 이상,2,6,22,70,0,20,10,0
