RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,WORKDAY_DAY_AVRG_LSR_TIME_VALUE,WKEND_DAY_AVRG_LSR_TIME_VALUE,ONE_WEEK_TOT_LSR_TIME_VALUE,LSR_TIME_REST_RCRT_USE_RATE,LSR_TIME_HOBBY_USE_RATE,LSR_TIME_SELF_IMPT_USE_RATE,LSR_TIME_TWDPSN_RLTN_FLWSP_USE_RATE,LSR_TIME_ETC_USE_RATE
53322178,20220914,M,30대,서울특별시,700만원 이상,3,6,27,30,15,5,50,0
53322272,20220914,M,60대,서울특별시,300이상500만원 미만,3,6,27,30,40,10,20,0
53322472,20220914,M,20대,서울특별시,300이상500만원 미만,1,3,11,100,0,0,0,0
53322520,20220914,F,60대,서울특별시,300만원 미만,2,5,20,50,20,10,10,10
53322789,20220914,M,30대,서울특별시,500이상700만원 미만,3,12,39,60,30,5,5,0
53322809,20220914,M,20대,서울특별시,300만원 미만,2,8,26,20,50,0,30,0
53322968,20220914,M,40대,서울특별시,300이상500만원 미만,2,8,26,20,20,0,10,50
53322980,20220914,M,40대,서울특별시,300만원 미만,4,8,36,70,0,20,10,0
53322994,20220914,M,40대,서울특별시,500이상700만원 미만,2,5,20,70,10,10,10,0
53323220,20220914,M,50대,서울특별시,무응답,4,12,44,30,20,20,30,0
53323396,20220914,M,60대,서울특별시,300이상500만원 미만,5,8,41,25,25,25,25,0
53323442,20220914,F,60대,서울특별시,300만원 미만,4,4,28,0,0,80,20,0
53323495,20220914,M,30대,서울특별시,500이상700만원 미만,3,6,27,25,30,10,35,0
53323734,20220914,M,50대,서울특별시,700만원 이상,2,4,18,40,0,0,60,0
53323774,20220914,M,50대,서울특별시,700만원 이상,1,2,9,0,25,40,35,0
53323788,20220914,M,40대,서울특별시,700만원 이상,10,10,70,50,20,10,20,0
53323824,20220914,F,40대,서울특별시,700만원 이상,5,10,45,20,30,40,10,0
53324139,20220914,F,50대,서울특별시,300만원 미만,4,5,30,35,15,10,35,5
53324178,20220914,F,30대,서울특별시,700만원 이상,5,7,39,30,40,15,15,0
53324499,20220914,F,20대,서울특별시,700만원 이상,4,8,36,60,10,10,20,0
53324641,20220914,F,60대,서울특별시,500이상700만원 미만,2,10,30,30,0,20,20,30
53324795,20220914,M,20대,서울특별시,무응답,10,5,60,80,0,0,20,0
53324803,20220914,F,30대,서울특별시,300이상500만원 미만,2,10,30,10,60,10,20,0
53324969,20220914,F,20대,서울특별시,300만원 미만,2,4,18,20,50,20,10,0
53325433,20220914,M,50대,대전광역시,500이상700만원 미만,3,3,21,30,30,0,40,0
53325441,20220914,F,20대,경기도,무응답,3,5,25,50,0,30,20,0
53325443,20220914,M,50대,전라남도,700만원 이상,4,8,36,20,30,10,40,0
53325458,20220914,M,60대,경상북도,300만원 미만,2,10,30,30,40,10,20,0
53325466,20220914,F,50대,충청북도,300이상500만원 미만,4,6,32,30,50,10,10,0
53325538,20220914,M,20대,부산광역시,500이상700만원 미만,3,8,31,20,30,30,20,0
53325865,20220914,M,40대,경기도,500이상700만원 미만,2,5,20,80,0,10,10,0
53325918,20220914,F,40대,경기도,300이상500만원 미만,3,10,35,70,0,0,0,30
53325980,20220914,M,60대,인천광역시,300이상500만원 미만,2,2,14,30,0,20,50,0
53326092,20220914,F,60대,울산광역시,300만원 미만,3,5,25,10,20,30,40,0
53326135,20220914,F,40대,대전광역시,500이상700만원 미만,2,4,18,20,10,30,40,0
53326248,20220914,M,50대,경기도,700만원 이상,3,5,25,50,30,10,10,0
53326330,20220914,M,40대,경기도,300이상500만원 미만,2,4,18,40,20,20,20,0
53326511,20220914,M,20대,서울특별시,무응답,2,10,30,20,0,0,80,0
53326565,20220914,F,60대,경기도,300만원 미만,2,8,26,50,0,10,40,0
53326586,20220914,F,40대,경기도,500이상700만원 미만,3,5,25,20,10,50,20,0
53326595,20220914,M,60대,경기도,300이상500만원 미만,4,8,36,70,20,0,10,0
53326630,20220914,M,50대,경상남도,500이상700만원 미만,3,4,23,50,0,0,50,0
53326637,20220914,F,50대,부산광역시,300만원 미만,1,4,13,80,0,5,15,0
53327048,20220914,F,30대,인천광역시,300이상500만원 미만,2,1,12,80,0,10,10,0
53327405,20220914,M,30대,경기도,300이상500만원 미만,2,3,16,5,10,10,75,0
53327473,20220914,F,50대,대전광역시,700만원 이상,4,4,28,30,10,50,10,0
53327694,20220914,M,40대,서울특별시,300이상500만원 미만,2,8,26,80,10,0,10,0
53327711,20220914,M,50대,강원도,500이상700만원 미만,3,5,25,30,40,0,30,0
53327927,20220914,M,50대,충청남도,500이상700만원 미만,1,0,5,75,0,5,20,0
53327948,20220914,M,50대,전라남도,700만원 이상,2,5,20,20,80,0,0,0
53328131,20220914,F,50대,강원도,300만원 미만,1,1,7,20,60,0,20,0
53328402,20220914,M,30대,서울특별시,500이상700만원 미만,2,6,22,10,50,0,40,0
53328498,20220914,M,40대,경상남도,300이상500만원 미만,1,2,9,30,10,10,50,0
53328534,20220914,M,60대,경상북도,300이상500만원 미만,3,15,45,10,90,0,0,0
53328652,20220914,F,20대,부산광역시,300이상500만원 미만,2,2,14,50,20,0,30,0
53328773,20220914,M,40대,경기도,300이상500만원 미만,1,4,13,50,20,30,0,0
53328977,20220914,F,40대,서울특별시,300이상500만원 미만,1,10,25,50,30,20,0,0
53329011,20220914,M,50대,대구광역시,500이상700만원 미만,1,3,11,20,40,0,40,0
53329082,20220914,F,50대,서울특별시,700만원 이상,4,6,32,50,30,10,10,0
53329291,20220914,M,50대,충청남도,700만원 이상,2,5,20,30,10,20,40,0
53329351,20220914,M,30대,서울특별시,300이상500만원 미만,3,3,21,10,10,10,70,0
53329392,20220914,M,40대,경상남도,300만원 미만,1,2,9,40,20,5,35,0
53329403,20220914,F,60대,부산광역시,500이상700만원 미만,6,8,46,30,45,10,15,0
53329411,20220914,M,30대,서울특별시,500이상700만원 미만,3,6,27,40,20,20,20,0
53329560,20220914,F,50대,경기도,300만원 미만,4,7,34,30,0,40,10,20
53329655,20220914,F,20대,전라남도,500이상700만원 미만,5,10,45,40,5,15,40,0
53329839,20220914,M,20대,충청북도,300만원 미만,4,8,36,25,25,25,25,0
53330060,20220914,M,60대,인천광역시,300만원 미만,3,3,21,40,30,10,10,10
53330107,20220914,M,40대,부산광역시,300이상500만원 미만,3,5,25,80,0,10,10,0
53330167,20220914,F,20대,대전광역시,300만원 미만,3,5,25,70,10,10,10,0
53330336,20220914,M,40대,경상북도,500이상700만원 미만,2,8,26,40,50,10,0,0
53330354,20220914,F,30대,광주광역시,300만원 미만,4,5,30,60,10,20,10,0
53330432,20220914,M,40대,서울특별시,500이상700만원 미만,1,5,15,50,30,0,20,0
53330768,20220914,M,60대,전라남도,300이상500만원 미만,2,5,20,30,10,0,40,20
53331115,20220914,F,60대,경기도,300이상500만원 미만,2,4,18,0,0,80,20,0
53331178,20220914,M,30대,전라북도,500이상700만원 미만,2,10,30,50,10,10,30,0
53331245,20220914,M,20대,서울특별시,300만원 미만,1,2,9,20,50,0,30,0
53331293,20220914,F,50대,경상남도,300이상500만원 미만,5,4,33,0,20,80,0,0
53331454,20220914,F,30대,경기도,500이상700만원 미만,5,8,41,60,10,20,10,0
53331711,20220914,M,50대,경상남도,300이상500만원 미만,2,4,18,10,40,0,50,0
53331838,20220914,F,40대,대전광역시,700만원 이상,1,5,15,80,10,10,0,0
53331845,20220914,F,60대,경기도,300만원 미만,8,8,56,40,0,20,40,0
53332012,20220914,F,50대,충청북도,500이상700만원 미만,2,4,18,50,0,0,50,0
53332173,20220914,F,50대,대구광역시,300이상500만원 미만,2,1,12,30,0,20,20,30
53332210,20220914,F,60대,경기도,500이상700만원 미만,2,2,14,70,20,10,0,0
53332218,20220914,F,20대,경기도,300만원 미만,5,12,49,80,20,0,0,0
53332253,20220914,F,50대,경상남도,500이상700만원 미만,5,5,35,30,20,20,20,10
53332338,20220914,F,40대,제주특별자치도,300만원 미만,10,10,70,80,0,0,20,0
53332436,20220914,M,60대,경기도,700만원 이상,3,3,21,20,30,0,20,30
53332590,20220914,F,50대,경상북도,500이상700만원 미만,2,4,18,50,5,5,40,0
53332651,20220914,M,50대,전라남도,300이상500만원 미만,1,2,9,50,0,0,50,0
53332754,20220914,F,60대,경기도,300이상500만원 미만,2,1,12,20,20,10,40,10
53332775,20220914,F,20대,강원도,무응답,8,12,64,50,10,10,30,0
53332797,20220914,F,20대,세종특별자치시,무응답,3,6,27,80,10,5,5,0
53332834,20220914,F,30대,전라남도,500이상700만원 미만,3,5,25,30,30,30,10,0
53332927,20220914,F,30대,경상북도,300만원 미만,0,8,16,40,0,0,0,60
53333039,20220914,F,20대,부산광역시,300이상500만원 미만,3,5,25,50,30,0,20,0
53333065,20220914,M,20대,부산광역시,500이상700만원 미만,4,10,40,90,10,0,0,0
53333069,20220914,M,20대,인천광역시,500이상700만원 미만,3,10,35,50,30,20,0,0
53333173,20220914,M,40대,경기도,300이상500만원 미만,3,2,19,60,30,10,0,0
53333388,20220914,F,50대,부산광역시,300이상500만원 미만,6,12,54,20,0,0,80,0
53333420,20220914,M,30대,대전광역시,300만원 미만,2,14,38,40,0,30,30,0
53333472,20220914,M,50대,경상남도,300만원 미만,1,3,11,50,30,15,5,0
53333515,20220914,F,50대,대구광역시,300만원 미만,5,7,39,40,15,15,10,20
53333787,20220914,M,60대,경상남도,300만원 미만,5,9,43,20,25,20,35,0
53333863,20220914,F,30대,전라남도,300만원 미만,15,10,95,0,0,0,0,100
53333866,20220914,M,40대,서울특별시,700만원 이상,2,10,30,30,5,40,25,0
