RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,WORKDAY_DAY_AVRG_LSR_TIME_VALUE,WKEND_DAY_AVRG_LSR_TIME_VALUE,ONE_WEEK_TOT_LSR_TIME_VALUE,LSR_TIME_REST_RCRT_USE_RATE,LSR_TIME_HOBBY_USE_RATE,LSR_TIME_SELF_IMPT_USE_RATE,LSR_TIME_TWDPSN_RLTN_FLWSP_USE_RATE,LSR_TIME_ETC_USE_RATE
53322733,20220309,M,30대,서울특별시,300이상500만원 미만,8,2,44,80,0,0,20,0
53322963,20220309,M,50대,서울특별시,500이상700만원 미만,2,10,30,50,20,10,20,0
53322987,20220309,M,20대,서울특별시,700만원 이상,2,2,14,100,0,0,0,0
53323072,20220309,M,20대,서울특별시,300만원 미만,3,5,25,50,0,20,30,0
53323152,20220309,M,60대,서울특별시,500이상700만원 미만,7,7,49,10,35,20,35,0
53323301,20220309,M,30대,서울특별시,700만원 이상,1,3,11,60,20,10,10,0
53323471,20220309,M,20대,서울특별시,무응답,2,2,14,50,0,0,50,0
53323603,20220309,M,30대,서울특별시,500이상700만원 미만,2,8,26,70,0,0,30,0
53323883,20220309,F,60대,서울특별시,500이상700만원 미만,2,2,14,30,30,30,10,0
53323951,20220309,F,30대,서울특별시,700만원 이상,2,4,18,0,15,5,30,50
53323952,20220309,F,60대,서울특별시,700만원 이상,2,0,10,20,30,30,20,0
53324093,20220309,M,60대,서울특별시,500이상700만원 미만,5,10,45,10,20,30,10,30
53324210,20220309,F,50대,서울특별시,300이상500만원 미만,2,4,18,20,20,20,40,0
53324399,20220309,F,20대,서울특별시,무응답,1,1,7,90,0,5,5,0
53324408,20220309,M,30대,서울특별시,300이상500만원 미만,3,6,27,30,70,0,0,0
53324483,20220309,M,30대,서울특별시,300만원 미만,1,2,9,30,0,60,10,0
53324591,20220309,F,50대,서울특별시,700만원 이상,4,3,26,65,5,10,10,10
53324732,20220309,M,60대,서울특별시,300만원 미만,3,5,25,20,20,10,50,0
53324837,20220309,F,20대,서울특별시,무응답,5,5,35,50,5,0,45,0
53325124,20220309,F,60대,서울특별시,500이상700만원 미만,2,2,14,0,0,50,50,0
53325200,20220309,M,60대,서울특별시,300이상500만원 미만,1,3,11,30,20,20,30,0
53325369,20220309,M,60대,서울특별시,300이상500만원 미만,2,4,18,0,100,0,0,0
53325444,20220309,F,60대,전라북도,700만원 이상,2,3,16,50,0,30,20,0
53325504,20220309,F,30대,인천광역시,700만원 이상,2,5,20,50,30,0,20,0
53325582,20220309,M,40대,충청북도,300이상500만원 미만,4,5,30,30,0,0,0,70
53325599,20220309,M,30대,세종특별자치시,700만원 이상,2,5,20,30,20,30,20,0
53325707,20220309,F,50대,부산광역시,300이상500만원 미만,2,8,26,60,10,10,10,10
53325724,20220309,M,30대,서울특별시,300이상500만원 미만,2,1,12,40,20,30,10,0
53325882,20220309,M,40대,경기도,500이상700만원 미만,3,10,35,50,0,0,0,50
53325924,20220309,F,40대,부산광역시,무응답,5,5,35,30,10,30,30,0
53326031,20220309,M,30대,전라남도,700만원 이상,0,0,0,0,0,0,0,100
53326140,20220309,F,40대,서울특별시,700만원 이상,1,2,9,40,10,10,40,0
53326147,20220309,F,50대,전라북도,300만원 미만,3,3,21,0,60,0,40,0
53326244,20220309,M,40대,부산광역시,300이상500만원 미만,4,8,36,40,10,20,30,0
53326249,20220309,F,40대,경기도,300이상500만원 미만,2,2,14,50,10,30,10,0
53326319,20220309,M,40대,서울특별시,300만원 미만,1,3,11,30,10,30,30,0
53326334,20220309,F,50대,광주광역시,500이상700만원 미만,1,3,11,90,10,0,0,0
53326356,20220309,M,30대,부산광역시,700만원 이상,1,4,13,30,0,20,50,0
53326395,20220309,M,50대,경기도,300이상500만원 미만,3,4,23,20,20,30,30,0
53326466,20220309,F,20대,부산광역시,300만원 미만,10,10,70,70,0,0,30,0
53326494,20220309,F,40대,강원도,700만원 이상,2,3,16,10,80,0,10,0
53326628,20220309,F,40대,부산광역시,300이상500만원 미만,1,1,7,25,25,25,25,0
53326701,20220309,F,60대,광주광역시,300이상500만원 미만,3,5,25,40,30,0,30,0
53326704,20220309,F,60대,서울특별시,300만원 미만,10,10,70,100,0,0,0,0
53326716,20220309,M,40대,경상북도,500이상700만원 미만,4,14,48,40,10,15,35,0
53326727,20220309,M,50대,서울특별시,700만원 이상,2,10,30,40,15,15,30,0
53326782,20220309,M,20대,경기도,700만원 이상,8,8,56,20,40,20,20,0
53326956,20220309,M,60대,경기도,500이상700만원 미만,2,1,12,20,80,0,0,0
53326996,20220309,F,30대,경기도,300이상500만원 미만,1,1,7,90,0,10,0,0
53327025,20220309,M,50대,서울특별시,300만원 미만,3,4,23,30,20,30,20,0
