RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,WORKDAY_DAY_AVRG_LSR_TIME_VALUE,WKEND_DAY_AVRG_LSR_TIME_VALUE,ONE_WEEK_TOT_LSR_TIME_VALUE,LSR_TIME_REST_RCRT_USE_RATE,LSR_TIME_HOBBY_USE_RATE,LSR_TIME_SELF_IMPT_USE_RATE,LSR_TIME_TWDPSN_RLTN_FLWSP_USE_RATE,LSR_TIME_ETC_USE_RATE
53322241,20220420,M,40대,서울특별시,300만원 미만,6,8,46,20,20,10,50,0
53322265,20220420,F,50대,서울특별시,300이상500만원 미만,3,5,25,20,10,60,10,0
53322322,20220420,F,40대,서울특별시,300만원 미만,1,4,13,20,20,30,30,0
53322370,20220420,F,40대,경기도,700만원 이상,5,10,45,20,20,40,10,10
53322714,20220420,M,20대,서울특별시,300이상500만원 미만,1,6,17,0,10,10,80,0
53322739,20220420,M,20대,서울특별시,300만원 미만,2,2,14,30,20,20,30,0
53322749,20220420,F,20대,서울특별시,무응답,2,9,28,90,0,0,10,0
53322769,20220420,F,20대,인천광역시,무응답,3,6,27,90,0,0,10,0
53322775,20220420,M,30대,서울특별시,300만원 미만,4,7,34,30,10,0,20,40
53322857,20220420,M,30대,서울특별시,500이상700만원 미만,1,4,13,50,10,0,10,30
53322891,20220420,M,50대,서울특별시,300이상500만원 미만,4,4,28,50,10,20,20,0
53323001,20220420,F,60대,서울특별시,300만원 미만,4,6,32,40,50,10,0,0
53323194,20220420,F,30대,서울특별시,300이상500만원 미만,10,10,70,50,10,10,30,0
53323515,20220420,F,40대,서울특별시,300만원 미만,5,5,35,25,25,25,25,0
53323688,20220420,M,50대,서울특별시,700만원 이상,1,12,29,30,30,10,30,0
53323700,20220420,M,60대,서울특별시,700만원 이상,3,8,31,0,20,40,40,0
53323797,20220420,M,50대,서울특별시,700만원 이상,2,6,22,50,10,10,20,10
53323813,20220420,F,40대,서울특별시,300이상500만원 미만,3,5,25,50,20,30,0,0
53323928,20220420,M,50대,서울특별시,500이상700만원 미만,8,8,56,0,50,20,30,0
53324141,20220420,F,20대,서울특별시,300만원 미만,4,6,32,90,5,0,5,0
53324171,20220420,M,50대,서울특별시,700만원 이상,2,5,20,70,0,30,0,0
53324234,20220420,F,50대,서울특별시,500이상700만원 미만,3,5,25,30,10,20,40,0
53324272,20220420,F,40대,서울특별시,700만원 이상,3,8,31,20,20,10,20,30
53324303,20220420,F,20대,서울특별시,300이상500만원 미만,3,5,25,80,10,10,0,0
53324636,20220420,F,50대,서울특별시,300이상500만원 미만,2,5,20,60,0,20,20,0
53325141,20220420,M,20대,서울특별시,300만원 미만,1,7,19,60,10,10,20,0
53325406,20220420,F,50대,서울특별시,300만원 미만,2,6,22,30,20,20,30,0
53325412,20220420,F,30대,세종특별자치시,300만원 미만,1,4,13,40,10,20,30,0
53325440,20220420,F,50대,충청남도,300만원 미만,1,6,17,20,50,20,10,0
53325527,20220420,F,40대,제주특별자치도,300만원 미만,3,2,19,40,10,20,30,0
53325823,20220420,F,50대,인천광역시,500이상700만원 미만,1,8,21,40,0,0,60,0
53326143,20220420,F,30대,전라북도,300만원 미만,1,0,5,10,0,0,0,90
53326146,20220420,M,30대,경상남도,300이상500만원 미만,1,2,9,70,30,0,0,0
53326155,20220420,M,60대,경기도,300만원 미만,12,12,84,70,10,20,0,0
53326164,20220420,F,30대,경기도,300이상500만원 미만,2,8,26,70,0,10,20,0
53326291,20220420,F,30대,강원도,700만원 이상,3,2,19,35,15,40,10,0
53326298,20220420,M,30대,광주광역시,300이상500만원 미만,3,8,31,10,10,10,70,0
53326330,20220420,M,40대,경기도,300이상500만원 미만,1,3,11,50,15,15,20,0
53326350,20220420,M,50대,서울특별시,700만원 이상,2,5,20,50,10,10,30,0
53326423,20220420,F,20대,대전광역시,300만원 미만,2,4,18,30,30,30,10,0
53326463,20220420,M,20대,부산광역시,700만원 이상,3,5,25,40,30,10,20,0
53326710,20220420,M,60대,대전광역시,700만원 이상,2,5,20,30,70,0,0,0
53326753,20220420,M,40대,서울특별시,700만원 이상,1,3,11,30,25,45,0,0
53326762,20220420,M,20대,경상남도,300이상500만원 미만,4,6,32,70,5,10,15,0
53326859,20220420,F,40대,경기도,700만원 이상,2,4,18,40,0,60,0,0
53326872,20220420,M,30대,강원도,300이상500만원 미만,0,10,20,70,0,0,30,0
53327481,20220420,M,20대,전라남도,700만원 이상,4,0,20,10,0,90,0,0
53327630,20220420,M,50대,대전광역시,700만원 이상,2,8,26,20,40,30,10,0
53327750,20220420,M,60대,경기도,300만원 미만,8,8,56,0,70,20,10,0
53327960,20220420,F,40대,경상북도,700만원 이상,4,0,20,10,60,0,30,0
53328075,20220420,F,40대,충청남도,700만원 이상,1,1,7,10,90,0,0,0
53328090,20220420,F,40대,대전광역시,300이상500만원 미만,4,4,28,40,10,20,30,0
53328244,20220420,M,40대,경기도,300만원 미만,2,6,22,80,20,0,0,0
53328319,20220420,F,50대,경기도,300이상500만원 미만,1,2,9,80,10,0,10,0
53328402,20220420,M,30대,서울특별시,300이상500만원 미만,3,3,21,10,80,0,10,0
53328580,20220420,F,30대,전라남도,300만원 미만,6,10,50,50,45,5,0,0
53328582,20220420,F,30대,경기도,300만원 미만,3,5,25,50,15,10,25,0
53328617,20220420,M,30대,서울특별시,300만원 미만,2,6,22,30,30,10,30,0
53328667,20220420,M,60대,전라남도,300이상500만원 미만,4,8,36,20,20,0,60,0
53328736,20220420,F,50대,전라북도,700만원 이상,1,3,11,0,30,0,70,0
53328766,20220420,M,60대,경상북도,500이상700만원 미만,2,5,20,30,30,20,20,0
53328768,20220420,F,30대,전라남도,500이상700만원 미만,3,6,27,50,0,20,30,0
53328784,20220420,M,50대,울산광역시,500이상700만원 미만,1,2,9,50,20,0,30,0
53328911,20220420,M,40대,경기도,300이상500만원 미만,3,10,35,75,20,0,5,0
53328958,20220420,F,20대,경기도,500이상700만원 미만,2,8,26,50,10,10,30,0
53328975,20220420,M,50대,경상남도,300만원 미만,3,5,25,0,20,0,0,80
53329002,20220420,F,40대,경기도,500이상700만원 미만,5,3,31,70,20,10,0,0
53329139,20220420,F,60대,충청남도,300만원 미만,2,2,14,40,20,20,20,0
53329175,20220420,F,40대,인천광역시,500이상700만원 미만,4,5,30,40,5,10,45,0
53329376,20220420,M,30대,대전광역시,300이상500만원 미만,2,8,26,20,0,20,0,60
53329428,20220420,M,30대,경상북도,500이상700만원 미만,4,8,36,100,0,0,0,0
53329506,20220420,M,20대,경기도,300이상500만원 미만,6,14,58,30,30,30,10,0
53329547,20220420,F,20대,경기도,300만원 미만,4,12,44,60,5,5,30,0
53329809,20220420,M,60대,대구광역시,700만원 이상,4,8,36,30,15,5,50,0
53329931,20220420,F,20대,광주광역시,700만원 이상,2,8,26,30,30,0,40,0
53330049,20220420,F,50대,부산광역시,500이상700만원 미만,3,8,31,80,5,10,0,5
53330052,20220420,F,50대,경기도,300만원 미만,4,2,24,10,20,40,30,0
53330116,20220420,M,20대,경상북도,300만원 미만,4,8,36,50,20,10,20,0
53330391,20220420,F,40대,경기도,300만원 미만,2,5,20,0,30,70,0,0
53330639,20220420,F,30대,인천광역시,700만원 이상,0,4,8,20,5,20,55,0
