,RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,WORKDAY_DAY_AVRG_LSR_TIME_VALUE,WKEND_DAY_AVRG_LSR_TIME_VALUE,ONE_WEEK_TOT_LSR_TIME_VALUE,LSR_TIME_REST_RCRT_USE_RATE,LSR_TIME_HOBBY_USE_RATE,LSR_TIME_SELF_IMPT_USE_RATE,LSR_TIME_TWDPSN_RLTN_FLWSP_USE_RATE,LSR_TIME_ETC_USE_RATE
0,3013,20220105,F,50대,광주광역시,300이상500만원 미만,2,3,16,40,0,0,60,0
1,3183,20220105,M,60대,전라남도,300만원 미만,3,5,25,0,0,0,30,70
2,5989,20220105,F,30대,경기도,300이상500만원 미만,3,12,39,60,40,0,0,0
3,6742,20220105,M,50대,대전광역시,300만원 미만,3,3,21,0,0,25,65,10
4,9242,20220105,F,30대,경기도,500이상700만원 미만,3,12,39,50,0,20,30,0
5,10179,20220105,F,40대,인천광역시,300이상500만원 미만,10,1,52,50,0,0,50,0
6,13624,20220105,M,60대,울산광역시,300만원 미만,3,4,23,30,20,20,25,5
7,13866,20220105,F,40대,경기도,500이상700만원 미만,2,2,14,50,0,50,0,0
8,16329,20220105,M,40대,인천광역시,300만원 미만,5,7,39,30,10,30,10,20
9,24463,20220105,M,30대,인천광역시,300만원 미만,6,6,42,60,0,10,30,0
10,24899,20220105,M,50대,충청북도,300이상500만원 미만,0,0,0,0,100,0,0,0
11,27282,20220105,F,50대,서울특별시,700만원 이상,3,8,31,70,10,10,10,0
12,28296,20220105,M,40대,광주광역시,300만원 미만,4,10,40,80,0,0,20,0
13,35064,20220105,M,60대,인천광역시,300만원 미만,4,10,40,30,10,20,40,0
14,35471,20220105,M,50대,광주광역시,300이상500만원 미만,2,8,26,20,10,40,30,0
15,35495,20220105,M,60대,부산광역시,300이상500만원 미만,4,13,46,0,50,20,30,0
16,36832,20220105,F,50대,서울특별시,500이상700만원 미만,2,2,14,20,10,50,20,0
17,36939,20220105,F,60대,서울특별시,300이상500만원 미만,4,10,40,80,5,5,10,0
18,37037,20220105,F,50대,서울특별시,300만원 미만,5,5,35,40,10,10,10,30
19,37430,20220105,M,50대,경상북도,500이상700만원 미만,3,7,29,60,15,15,10,0
20,39201,20220105,F,40대,부산광역시,300만원 미만,3,10,35,70,0,10,20,0
21,42675,20220105,F,30대,대구광역시,700만원 이상,3,3,21,90,0,0,10,0
22,46626,20220105,M,40대,인천광역시,500이상700만원 미만,2,5,20,10,10,10,10,60
23,46902,20220105,M,60대,전라남도,500이상700만원 미만,4,5,30,20,0,30,50,0
24,46977,20220105,M,50대,경상남도,500이상700만원 미만,4,10,40,10,20,30,40,0
25,47123,20220105,M,30대,전라남도,700만원 이상,3,10,35,50,0,0,50,0
26,47493,20220105,F,40대,경기도,300이상500만원 미만,6,8,46,100,0,0,0,0
27,47516,20220105,M,50대,서울특별시,300이상500만원 미만,2,5,20,60,10,10,20,0
28,50183,20220105,M,60대,부산광역시,300이상500만원 미만,2,5,20,100,0,0,0,0
29,51578,20220105,M,30대,전라남도,500이상700만원 미만,0,0,0,80,0,0,20,0
30,52021,20220105,F,40대,경기도,700만원 이상,3,7,29,80,10,0,10,0
31,52846,20220105,F,40대,서울특별시,300만원 미만,6,4,38,30,20,30,20,0
32,53636,20220105,F,40대,경기도,300이상500만원 미만,5,10,45,60,0,10,30,0
33,57581,20220105,F,30대,부산광역시,500이상700만원 미만,4,14,48,90,0,0,10,0
34,62845,20220105,M,60대,전라남도,300이상500만원 미만,8,8,56,30,30,15,25,0
35,63114,20220105,M,50대,경상북도,500이상700만원 미만,2,4,18,30,40,0,30,0
36,63156,20220105,M,50대,광주광역시,700만원 이상,4,12,44,50,20,20,10,0
37,63931,20220105,F,40대,전라남도,500이상700만원 미만,3,5,25,30,10,0,60,0
38,64155,20220105,F,60대,서울특별시,300이상500만원 미만,3,4,23,50,0,0,50,0
39,67214,20220105,M,60대,대구광역시,700만원 이상,3,6,27,30,0,10,30,30
40,67441,20220105,M,60대,제주특별자치도,300만원 미만,5,5,35,80,5,10,5,0
41,67712,20220105,M,60대,강원도,300이상500만원 미만,4,5,30,40,30,20,10,0
42,71553,20220105,F,40대,인천광역시,300만원 미만,4,4,28,70,10,10,10,0
43,73320,20220105,M,50대,강원도,500이상700만원 미만,2,6,22,50,30,10,10,0
44,74092,20220105,M,30대,경기도,300이상500만원 미만,1,5,15,50,10,10,10,20
45,76168,20220105,M,60대,대전광역시,500이상700만원 미만,1,3,11,60,20,0,20,0
46,78256,20220105,F,40대,충청남도,300만원 미만,5,12,49,40,20,30,10,0
47,79520,20220105,M,60대,경상남도,300이상500만원 미만,2,5,20,25,20,50,5,0
48,79798,20220105,F,60대,경기도,300이상500만원 미만,2,4,18,20,50,30,0,0
49,80559,20220105,M,40대,인천광역시,700만원 이상,3,12,39,70,10,0,20,0
50,80637,20220105,M,40대,전라남도,500이상700만원 미만,1,8,21,80,0,0,20,0
51,82313,20220105,M,40대,서울특별시,500이상700만원 미만,3,1,17,80,10,5,5,0
52,87328,20220105,M,30대,충청남도,300만원 미만,3,12,39,30,20,20,30,0
53,87808,20220105,F,40대,인천광역시,500이상700만원 미만,0,2,4,0,0,0,100,0
54,89049,20220105,F,20대,경기도,무응답,4,12,44,93,2,0,5,0
55,91855,20220105,M,30대,전라북도,500이상700만원 미만,2,3,16,30,40,20,10,0
56,98022,20220105,F,40대,서울특별시,300이상500만원 미만,2,5,20,60,0,10,30,0
57,101484,20220105,F,50대,경기도,700만원 이상,1,3,11,10,30,10,50,0
58,101683,20220105,F,40대,부산광역시,300만원 미만,5,13,51,15,60,20,5,0
59,104100,20220105,F,50대,경상북도,300만원 미만,3,1,17,0,0,80,20,0
60,104207,20220105,M,40대,충청남도,500이상700만원 미만,1,2,9,100,0,0,0,0
61,106108,20220105,F,30대,서울특별시,700만원 이상,3,10,35,60,10,20,10,0
62,109236,20220105,F,50대,서울특별시,700만원 이상,4,6,32,50,0,0,10,40
63,110458,20220105,M,50대,경기도,700만원 이상,1,5,15,30,20,20,30,0
64,114936,20220105,M,50대,인천광역시,300이상500만원 미만,3,5,25,70,10,10,10,0
65,117379,20220105,M,50대,서울특별시,300이상500만원 미만,1,5,15,50,0,0,50,0
66,120825,20220105,F,40대,강원도,700만원 이상,1,2,9,70,0,0,30,0
67,120900,20220105,F,40대,경상남도,500이상700만원 미만,2,4,18,50,30,20,0,0
68,123953,20220105,M,50대,광주광역시,700만원 이상,2,4,18,50,0,0,50,0
69,128060,20220105,F,60대,경기도,300만원 미만,3,4,23,50,0,0,50,0
70,128223,20220105,F,20대,경기도,300이상500만원 미만,5,5,35,10,10,10,70,0
71,130336,20220105,F,20대,광주광역시,300이상500만원 미만,3,12,39,20,20,20,40,0
72,130711,20220105,F,50대,서울특별시,300만원 미만,1,6,17,20,60,10,10,0
73,132209,20220105,M,50대,서울특별시,300만원 미만,2,8,26,85,5,5,5,0
74,132962,20220105,M,60대,광주광역시,500이상700만원 미만,3,5,25,30,30,20,20,0
75,133319,20220105,M,60대,경상북도,300만원 미만,3,5,25,30,30,0,40,0
76,137990,20220105,F,50대,경상남도,300만원 미만,3,8,31,30,0,0,20,50
77,138947,20220105,M,50대,부산광역시,500이상700만원 미만,3,8,31,35,5,0,60,0
78,139051,20220105,M,40대,세종특별자치시,300이상500만원 미만,4,8,36,60,20,10,10,0
79,139290,20220105,F,40대,부산광역시,700만원 이상,3,3,21,30,40,0,30,0
80,143171,20220105,M,40대,전라북도,300이상500만원 미만,2,8,26,50,25,0,25,0
81,145563,20220105,M,40대,인천광역시,300이상500만원 미만,3,15,45,40,20,10,30,0
82,145973,20220105,M,50대,울산광역시,300만원 미만,1,1,7,40,30,10,20,0
83,148168,20220105,F,60대,서울특별시,700만원 이상,4,6,32,20,40,20,20,0
84,148766,20220105,M,50대,경상남도,500이상700만원 미만,2,4,18,10,60,20,10,0
85,149374,20220105,F,40대,대구광역시,500이상700만원 미만,3,4,23,20,0,80,0,0
86,151591,20220105,M,50대,대전광역시,300이상500만원 미만,2,3,16,50,40,0,10,0
87,152191,20220105,M,40대,부산광역시,700만원 이상,2,8,26,20,60,10,10,0
88,152464,20220105,F,50대,경기도,무응답,3,5,25,40,10,20,30,0
89,152618,20220105,M,30대,경기도,300만원 미만,6,10,50,30,20,0,50,0
90,152644,20220105,F,20대,서울특별시,무응답,2,8,26,30,0,20,50,0
91,153038,20220105,M,50대,인천광역시,300이상500만원 미만,2,5,20,30,50,0,20,0
92,153129,20220105,M,60대,경상북도,700만원 이상,2,8,26,20,20,10,10,40
93,153151,20220105,M,40대,경상남도,300이상500만원 미만,2,3,16,30,10,10,50,0
94,155350,20220105,F,60대,경상북도,700만원 이상,3,5,25,80,20,0,0,0
95,156419,20220105,M,40대,인천광역시,300만원 미만,2,6,22,100,0,0,0,0
96,157151,20220105,M,40대,대구광역시,500이상700만원 미만,2,8,26,50,20,10,20,0
97,158414,20220105,F,30대,대구광역시,700만원 이상,1,0,5,90,0,0,10,0
98,160552,20220105,F,60대,부산광역시,300이상500만원 미만,2,2,14,20,50,10,20,0
99,161758,20220105,M,60대,울산광역시,700만원 이상,5,6,37,0,90,0,10,0
100,164477,20220105,M,30대,경상북도,500이상700만원 미만,3,12,39,80,5,10,5,0
101,166588,20220105,M,30대,경기도,700만원 이상,4,6,32,40,30,20,10,0
102,169297,20220105,M,40대,부산광역시,300만원 미만,3,3,21,60,20,15,5,0
103,171992,20220105,M,40대,경상북도,300이상500만원 미만,4,10,40,70,20,0,10,0
104,173530,20220105,F,20대,부산광역시,300이상500만원 미만,3,5,25,40,0,10,50,0
105,174070,20220105,F,30대,부산광역시,300이상500만원 미만,6,10,50,80,0,10,10,0
106,175196,20220105,F,30대,인천광역시,500이상700만원 미만,1,2,9,80,10,0,10,0
107,177756,20220105,M,40대,충청북도,500이상700만원 미만,2,5,20,40,10,0,50,0
108,181283,20220105,F,40대,전라북도,300이상500만원 미만,3,6,27,60,20,10,10,0
109,181694,20220105,M,20대,서울특별시,300이상500만원 미만,2,3,16,25,25,20,30,0
110,181787,20220105,F,30대,부산광역시,700만원 이상,3,5,25,50,10,20,20,0
111,182226,20220105,F,60대,서울특별시,300이상500만원 미만,4,3,26,60,10,10,20,0
112,182484,20220105,M,30대,충청북도,500이상700만원 미만,4,12,44,40,20,20,20,0
113,183146,20220105,F,30대,경상북도,300이상500만원 미만,7,3,41,90,0,0,10,0
114,183888,20220105,F,30대,전라북도,300만원 미만,1,2,9,20,20,40,20,0
115,184146,20220105,F,30대,광주광역시,300이상500만원 미만,5,5,35,50,10,20,20,0
116,185534,20220105,F,50대,경기도,무응답,2,3,16,35,20,10,5,30
117,186671,20220105,M,50대,인천광역시,700만원 이상,4,10,40,30,40,0,30,0
118,186699,20220105,F,50대,전라북도,700만원 이상,2,2,14,50,30,10,10,0
119,189474,20220105,M,40대,전라남도,300이상500만원 미만,2,3,16,20,0,50,30,0
120,194478,20220105,F,20대,서울특별시,700만원 이상,2,10,30,10,10,40,40,0
121,195307,20220105,F,40대,전라북도,700만원 이상,3,5,25,50,10,20,20,0
122,195617,20220105,M,60대,전라북도,300이상500만원 미만,4,10,40,30,50,0,20,0
123,196829,20220105,M,20대,강원도,300만원 미만,3,6,27,60,5,5,30,0
124,197383,20220105,F,20대,경기도,500이상700만원 미만,3,5,25,70,0,20,10,0
125,199069,20220105,M,30대,경기도,500이상700만원 미만,4,10,40,25,25,50,0,0
126,201709,20220105,F,40대,대전광역시,300이상500만원 미만,1,2,9,80,0,0,20,0
127,201895,20220105,M,30대,부산광역시,300만원 미만,1,4,13,50,0,50,0,0
128,201959,20220105,F,60대,대구광역시,300만원 미만,7,5,45,40,20,10,30,0
129,202457,20220105,F,50대,충청북도,300만원 미만,2,4,18,40,20,30,10,0
130,202994,20220105,F,50대,전라북도,700만원 이상,2,5,20,30,10,5,40,15
131,204859,20220105,M,60대,강원도,500이상700만원 미만,4,13,46,20,10,20,30,20
132,204891,20220105,M,30대,경상남도,300이상500만원 미만,1,6,17,10,5,15,30,40
133,205742,20220105,F,40대,제주특별자치도,300만원 미만,3,10,35,50,0,30,20,0
134,206180,20220105,F,50대,서울특별시,300만원 미만,5,6,37,70,0,10,20,0
135,206662,20220105,M,40대,경상북도,300이상500만원 미만,2,4,18,50,50,0,0,0
136,208262,20220105,M,20대,경기도,300이상500만원 미만,6,10,50,40,10,10,40,0
137,210125,20220105,F,40대,전라남도,700만원 이상,1,4,13,50,10,20,20,0
138,212113,20220105,M,30대,경상남도,500이상700만원 미만,1,1,7,80,5,1,14,0
139,212182,20220105,F,40대,서울특별시,500이상700만원 미만,16,0,80,50,0,0,50,0
140,212569,20220105,F,50대,서울특별시,700만원 이상,6,8,46,80,5,10,5,0
141,213779,20220105,M,50대,부산광역시,700만원 이상,3,5,25,0,50,40,10,0
142,214312,20220105,F,60대,경기도,300만원 미만,4,4,28,50,50,0,0,0
143,219906,20220105,M,40대,대구광역시,700만원 이상,1,3,11,25,25,25,25,0
144,220436,20220105,M,30대,충청남도,300만원 미만,2,12,34,30,0,0,70,0
145,220866,20220105,M,30대,대구광역시,300만원 미만,2,8,26,30,30,30,10,0
146,222907,20220105,M,50대,부산광역시,300이상500만원 미만,1,3,11,80,0,10,10,0
147,224535,20220105,F,30대,경기도,500이상700만원 미만,3,10,35,70,10,10,10,0
148,224878,20220105,M,60대,대구광역시,500이상700만원 미만,8,10,60,20,20,10,30,20
149,226645,20220105,F,20대,부산광역시,300만원 미만,2,5,20,30,0,30,40,0
150,227652,20220105,M,30대,인천광역시,700만원 이상,2,10,30,40,20,10,30,0
151,227742,20220105,M,50대,대전광역시,700만원 이상,4,12,44,70,10,0,20,0
152,231007,20220105,M,50대,경기도,300만원 미만,4,6,32,40,0,0,60,0
153,231959,20220105,M,30대,서울특별시,300이상500만원 미만,5,10,45,50,10,10,30,0
154,233255,20220105,F,50대,제주특별자치도,500이상700만원 미만,2,1,12,50,0,50,0,0
155,236580,20220105,F,20대,광주광역시,700만원 이상,4,8,36,40,0,30,30,0
156,236916,20220105,M,30대,대구광역시,300만원 미만,2,10,30,90,0,0,10,0
157,237222,20220105,F,30대,경상남도,300이상500만원 미만,3,8,31,70,10,10,10,0
158,238369,20220105,F,50대,경상북도,700만원 이상,4,6,32,40,40,10,10,0
159,238551,20220105,M,40대,경상북도,300이상500만원 미만,1,4,13,60,0,0,40,0
160,243261,20220105,F,60대,서울특별시,300이상500만원 미만,3,5,25,70,0,20,10,0
161,244806,20220105,M,50대,부산광역시,500이상700만원 미만,1,1,7,50,0,0,50,0
162,245134,20220105,F,50대,경기도,700만원 이상,1,4,13,50,20,0,30,0
163,246148,20220105,M,30대,충청북도,300이상500만원 미만,1,2,9,0,50,0,50,0
164,247912,20220105,M,50대,경상북도,300이상500만원 미만,1,4,13,40,30,20,10,0
165,249947,20220105,M,60대,충청남도,300이상500만원 미만,1,8,21,30,30,10,30,0
166,251203,20220105,F,40대,대전광역시,300이상500만원 미만,2,2,14,50,40,0,10,0
167,252937,20220105,F,40대,경기도,300이상500만원 미만,2,5,20,20,20,20,20,20
168,253031,20220105,M,40대,인천광역시,300이상500만원 미만,2,6,22,80,0,0,20,0
169,253434,20220105,M,40대,제주특별자치도,500이상700만원 미만,2,4,18,20,30,10,40,0
170,258697,20220105,M,30대,강원도,300이상500만원 미만,3,8,31,50,30,10,10,0
171,259372,20220105,F,30대,제주특별자치도,300만원 미만,2,12,34,50,10,10,30,0
172,264078,20220105,F,30대,충청남도,700만원 이상,3,10,35,20,25,15,40,0
173,267316,20220105,F,20대,서울특별시,300만원 미만,5,5,35,30,30,40,0,0
174,267999,20220105,F,20대,경기도,300이상500만원 미만,2,12,34,15,20,15,50,0
175,269309,20220105,M,20대,경기도,700만원 이상,3,3,21,50,10,10,30,0
176,274844,20220105,F,50대,서울특별시,300이상500만원 미만,10,10,70,100,0,0,0,0
177,278299,20220105,F,20대,경기도,300이상500만원 미만,12,12,84,80,10,10,0,0
178,279316,20220105,F,50대,서울특별시,300만원 미만,2,7,24,20,10,0,70,0
179,279788,20220105,M,40대,강원도,300만원 미만,2,3,16,100,0,0,0,0
180,279808,20220105,M,50대,서울특별시,300만원 미만,1,2,9,0,100,0,0,0
181,283368,20220105,M,20대,경기도,300만원 미만,2,10,30,50,15,20,15,0
182,293947,20220105,F,60대,경상북도,700만원 이상,3,8,31,80,0,0,20,0
183,295840,20220105,M,60대,부산광역시,300만원 미만,6,6,42,70,15,10,5,0
184,296118,20220105,F,40대,경상남도,300만원 미만,3,8,31,30,0,20,50,0
185,299041,20220105,F,30대,인천광역시,300만원 미만,2,4,18,60,0,20,20,0
186,299158,20220105,M,30대,경기도,300만원 미만,6,10,50,50,30,10,10,0
187,300395,20220105,M,50대,대구광역시,500이상700만원 미만,5,1,27,60,20,0,20,0
188,300532,20220105,F,40대,경기도,300만원 미만,0,0,0,100,0,0,0,0
189,301729,20220105,F,60대,서울특별시,500이상700만원 미만,4,6,32,50,10,35,5,0
190,302046,20220105,M,50대,부산광역시,300만원 미만,2,6,22,70,0,5,25,0
191,303624,20220105,F,40대,경기도,700만원 이상,1,2,9,100,0,0,0,0
192,303876,20220105,M,50대,경기도,500이상700만원 미만,2,6,22,10,20,60,10,0
193,304461,20220105,F,50대,인천광역시,300이상500만원 미만,8,8,56,100,0,0,0,0
194,304713,20220105,F,50대,부산광역시,700만원 이상,2,6,22,60,0,0,40,0
195,304798,20220105,F,20대,경기도,700만원 이상,5,12,49,20,10,10,60,0
196,305721,20220105,M,30대,인천광역시,무응답,8,10,60,35,0,35,30,0
197,306429,20220105,F,40대,대전광역시,300이상500만원 미만,4,12,44,50,0,10,40,0
198,306747,20220105,M,50대,부산광역시,300이상500만원 미만,3,5,25,40,10,10,40,0
199,306946,20220105,M,40대,서울특별시,700만원 이상,2,6,22,30,50,10,10,0
200,307281,20220105,F,30대,부산광역시,300만원 미만,3,6,27,50,20,20,10,0
201,307648,20220105,F,30대,경기도,300만원 미만,3,7,29,30,30,30,10,0
202,310424,20220105,F,40대,경기도,500이상700만원 미만,7,8,51,40,30,20,10,0
203,310430,20220105,M,30대,부산광역시,300이상500만원 미만,2,10,30,60,10,10,20,0
204,311518,20220105,M,40대,서울특별시,500이상700만원 미만,5,8,41,30,30,10,30,0
205,312061,20220105,F,40대,경기도,300만원 미만,1,3,11,30,0,50,20,0
206,313097,20220105,M,50대,서울특별시,700만원 이상,2,4,18,50,10,10,30,0
207,314247,20220105,F,60대,경기도,300이상500만원 미만,4,4,28,70,10,0,20,0
208,315138,20220105,F,40대,울산광역시,300이상500만원 미만,8,8,56,80,0,10,10,0
209,315302,20220105,F,30대,인천광역시,300이상500만원 미만,5,5,35,90,10,0,0,0
210,315732,20220105,F,40대,대전광역시,500이상700만원 미만,3,5,25,60,0,0,40,0
211,316933,20220105,F,60대,서울특별시,300이상500만원 미만,3,3,21,100,0,0,0,0
212,317179,20220105,F,50대,대전광역시,300만원 미만,1,4,13,70,10,20,0,0
213,317807,20220105,F,50대,서울특별시,500이상700만원 미만,2,4,18,80,0,0,20,0
214,318134,20220105,M,50대,부산광역시,300만원 미만,3,8,31,80,0,0,20,0
215,318747,20220105,M,60대,인천광역시,500이상700만원 미만,3,7,29,50,0,0,50,0
216,319293,20220105,F,40대,서울특별시,500이상700만원 미만,1,2,9,20,10,10,35,25
217,319932,20220105,F,30대,경상북도,300이상500만원 미만,1,3,11,50,0,0,50,0
218,320474,20220105,F,20대,경기도,무응답,6,12,54,10,70,10,10,0
219,320855,20220105,F,50대,경상북도,500이상700만원 미만,3,6,27,70,5,5,20,0
220,320925,20220105,M,50대,경기도,700만원 이상,5,14,53,50,0,0,50,0
221,321378,20220105,F,40대,경상북도,300이상500만원 미만,1,1,7,50,0,0,50,0
222,321561,20220105,F,40대,부산광역시,무응답,4,4,28,100,0,0,0,0
223,322064,20220105,F,40대,경상북도,300만원 미만,1,3,11,30,40,30,0,0
224,323480,20220105,F,20대,경기도,300이상500만원 미만,3,12,39,40,10,25,25,0
225,323492,20220105,M,50대,대구광역시,300이상500만원 미만,6,12,54,70,10,0,20,0
226,324991,20220105,M,60대,광주광역시,700만원 이상,4,6,32,10,40,5,5,40
227,325064,20220105,F,40대,경기도,300이상500만원 미만,2,3,16,20,40,30,10,0
228,325337,20220105,F,60대,서울특별시,500이상700만원 미만,2,4,18,70,0,0,30,0
229,325411,20220105,F,60대,대구광역시,500이상700만원 미만,1,1,7,50,50,0,0,0
230,326666,20220105,M,50대,대구광역시,700만원 이상,1,4,13,50,20,5,25,0
231,327984,20220105,M,50대,인천광역시,500이상700만원 미만,2,10,30,50,10,0,40,0
232,328154,20220105,M,50대,전라북도,700만원 이상,5,10,45,80,0,0,20,0
233,328336,20220105,M,60대,전라북도,700만원 이상,4,10,40,70,20,10,0,0
234,328374,20220105,F,50대,서울특별시,700만원 이상,4,10,40,50,20,20,10,0
235,328527,20220105,F,50대,경기도,700만원 이상,2,5,20,70,5,5,20,0
236,331296,20220105,M,60대,경상북도,300만원 미만,8,4,48,50,10,10,30,0
237,332127,20220105,F,60대,부산광역시,300이상500만원 미만,2,4,18,20,20,10,50,0
238,333054,20220105,F,20대,부산광역시,700만원 이상,4,7,34,60,20,0,20,0
239,333199,20220105,F,20대,울산광역시,무응답,3,2,19,40,10,20,30,0
240,334060,20220105,F,50대,경기도,300만원 미만,4,6,32,70,0,10,20,0
241,335065,20220105,F,40대,경기도,300이상500만원 미만,1,1,7,70,5,10,15,0
242,335125,20220105,F,50대,서울특별시,300만원 미만,14,14,98,95,0,0,5,0
243,335148,20220105,F,30대,경상남도,300만원 미만,1,2,9,80,0,20,0,0
244,335413,20220105,M,60대,충청남도,300이상500만원 미만,5,2,29,70,5,20,0,5
245,336214,20220105,F,20대,대구광역시,700만원 이상,3,6,27,70,5,15,10,0
246,336901,20220105,M,50대,강원도,300이상500만원 미만,2,4,18,100,0,0,0,0
247,337599,20220105,M,20대,경기도,300만원 미만,4,10,40,95,0,0,5,0
248,338025,20220105,M,40대,인천광역시,500이상700만원 미만,2,8,26,50,30,0,20,0
249,338801,20220105,F,60대,서울특별시,700만원 이상,10,10,70,20,20,30,10,20
250,339882,20220105,M,60대,부산광역시,300만원 미만,10,10,70,30,0,60,10,0
251,339896,20220105,M,50대,경기도,300이상500만원 미만,1,3,11,50,25,20,5,0
252,340320,20220105,F,40대,서울특별시,300만원 미만,2,4,18,40,10,20,30,0
253,340745,20220105,M,40대,경상남도,300만원 미만,5,12,49,60,20,10,10,0
254,340985,20220105,M,20대,서울특별시,500이상700만원 미만,2,7,24,50,20,10,20,0
255,341069,20220105,M,30대,서울특별시,300이상500만원 미만,3,6,27,90,0,0,10,0
256,341525,20220105,F,40대,서울특별시,700만원 이상,2,5,20,30,20,20,30,0
257,341922,20220105,F,60대,경기도,700만원 이상,6,8,46,20,20,30,30,0
258,342151,20220105,M,30대,서울특별시,700만원 이상,5,12,49,40,40,0,20,0
259,343071,20220105,M,30대,부산광역시,300이상500만원 미만,5,10,45,80,0,10,10,0
260,343130,20220105,M,40대,경기도,500이상700만원 미만,2,2,14,70,30,0,0,0
261,344153,20220105,M,30대,경상남도,300이상500만원 미만,3,5,25,80,0,0,20,0
262,344286,20220105,F,40대,서울특별시,300만원 미만,2,1,12,5,0,95,0,0
263,345091,20220105,F,50대,서울특별시,500이상700만원 미만,2,5,20,55,15,10,20,0
264,346241,20220105,F,30대,충청북도,300이상500만원 미만,0,0,0,75,0,5,20,0
265,346960,20220105,M,40대,대전광역시,300이상500만원 미만,3,6,27,60,10,30,0,0
266,347630,20220105,M,40대,경상남도,300이상500만원 미만,0,5,10,20,20,0,60,0
267,347651,20220105,F,20대,서울특별시,300이상500만원 미만,4,12,44,50,30,0,20,0
268,347960,20220105,F,30대,대구광역시,300만원 미만,3,2,19,90,3,2,5,0
269,348268,20220105,F,30대,충청남도,300만원 미만,2,3,16,75,10,0,15,0
270,348514,20220105,M,60대,인천광역시,500이상700만원 미만,4,8,36,10,30,50,10,0
271,348599,20220105,F,30대,부산광역시,300만원 미만,4,12,44,90,0,0,10,0
272,350498,20220105,F,30대,대전광역시,700만원 이상,2,10,30,30,20,10,40,0
273,350513,20220105,F,50대,충청북도,300이상500만원 미만,1,3,11,70,0,10,20,0
274,350641,20220105,F,40대,부산광역시,300이상500만원 미만,2,8,26,60,0,30,10,0
275,351817,20220105,M,50대,경상남도,700만원 이상,1,4,13,30,30,20,20,0
276,352415,20220105,M,40대,대구광역시,500이상700만원 미만,1,3,11,50,20,10,20,0
277,353215,20220105,F,60대,서울특별시,무응답,2,0,10,0,0,0,0,100
278,354486,20220105,F,50대,경기도,300이상500만원 미만,6,8,46,30,30,20,20,0
279,355865,20220105,M,50대,전라북도,500이상700만원 미만,2,10,30,20,30,10,0,40
280,356898,20220105,M,40대,충청남도,300이상500만원 미만,2,3,16,80,5,10,5,0
281,357212,20220105,M,50대,충청북도,300만원 미만,4,10,40,20,10,29,40,1
282,357421,20220105,M,50대,서울특별시,500이상700만원 미만,2,4,18,60,30,10,0,0
283,358220,20220105,M,40대,울산광역시,300만원 미만,0,3,6,40,20,0,0,40
284,358770,20220105,F,50대,충청북도,700만원 이상,3,5,25,20,40,10,30,0
285,359128,20220105,F,20대,인천광역시,무응답,0,0,0,0,0,0,0,100
286,359242,20220105,M,30대,경상북도,300만원 미만,2,5,20,80,0,10,10,0
287,359358,20220105,M,20대,경기도,300만원 미만,4,12,44,30,20,30,20,0
288,360203,20220105,M,60대,충청남도,300이상500만원 미만,2,6,22,35,15,15,35,0
289,360414,20220105,F,40대,광주광역시,300이상500만원 미만,2,6,22,20,10,5,20,45
290,360642,20220105,F,50대,경기도,300만원 미만,12,12,84,20,5,10,55,10
291,360797,20220105,M,60대,대전광역시,700만원 이상,2,8,26,90,0,0,10,0
292,365107,20220105,M,30대,부산광역시,300이상500만원 미만,2,6,22,40,20,20,20,0
293,365111,20220105,F,40대,서울특별시,500이상700만원 미만,1,3,11,100,0,0,0,0
294,365317,20220105,M,40대,충청남도,300이상500만원 미만,0,12,24,30,30,0,40,0
295,365363,20220105,F,40대,서울특별시,300만원 미만,4,6,32,70,0,30,0,0
296,365824,20220105,F,40대,부산광역시,700만원 이상,3,5,25,40,0,30,30,0
297,366155,20220105,F,50대,경기도,500이상700만원 미만,5,3,31,60,10,10,20,0
298,366235,20220105,M,30대,경상남도,300만원 미만,7,8,51,10,10,0,10,70
299,366335,20220105,F,20대,서울특별시,300이상500만원 미만,2,2,14,38,4,45,13,0
300,366662,20220105,F,40대,충청남도,500이상700만원 미만,3,1,17,50,0,20,30,0
301,367594,20220105,F,30대,광주광역시,300만원 미만,3,5,25,60,30,10,0,0
302,368680,20220105,M,40대,경상남도,300이상500만원 미만,1,2,9,50,20,10,10,10
303,368714,20220105,F,20대,경기도,300만원 미만,6,10,50,30,30,30,10,0
304,368800,20220105,M,40대,충청북도,700만원 이상,3,10,35,40,20,10,30,0
305,368986,20220105,M,40대,대구광역시,300만원 미만,2,5,20,50,0,0,50,0
306,369173,20220105,M,20대,서울특별시,300만원 미만,2,6,22,70,10,10,10,0
307,369644,20220105,M,20대,전라북도,300이상500만원 미만,3,7,29,50,20,15,15,0
308,370428,20220105,F,40대,서울특별시,500이상700만원 미만,2,4,18,50,20,30,0,0
309,373382,20220105,M,30대,대전광역시,300이상500만원 미만,4,8,36,60,0,10,30,0
310,373520,20220105,M,40대,제주특별자치도,300만원 미만,2,3,16,90,10,0,0,0
311,373590,20220105,M,50대,경상남도,300만원 미만,3,5,25,70,5,15,10,0
